0.00,34.33,20.99,41.94,34.48,60.56,51.15,28.48,23.00,80.00,51.94,20.91,5.98,7.81,6.76,11.75,14.21,14.66,54.50,17.57,50.60,11.61
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.91 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.61
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
0.00 34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57 0.00
34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
34.33 20.99 41.94 34.48 60.56 51.15 28.48 23.00 80.00 51.94 20.88 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.57
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.65
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.65
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.65
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
34.33 20.99 41.94 34.48 60.96 51.15 28.48 23.00 80.00 51.94 20.85 5.98 7.81 6.76 11.75 14.21 14.66 54.50 17.57 50.60 11.53
